用户id,订单量,商品种类数,商品数量,用户长度,复购次数
32982,1,1,1,88,
32983,1,1,2,85,
32984,6,5,11,309,1
32985,6,4,104,101,2
32986,2,2,5,25,0
32987,5,2,11,63,3
32988,10,6,23,358,4
32989,32,8,32,365,24
3299,10,3,10,147,7
32990,21,12,22,269,9
32991,4,3,7,171,1
32992,1,1,1,47,
32993,5,3,5,322,2
32994,24,10,44,327,14
32995,25,12,25,285,13
32996,1,1,1,54,
32997,2,1,3,63,1
32998,36,16,50,362,20
32999,1,1,1,10,
33,1,1,1,78,
330,9,6,12,171,3
3300,11,7,13,257,4
33000,4,3,8,41,1
33001,10,4,30,354,6
33002,4,4,4,355,0
33003,5,4,15,171,1
33004,2,2,2,104,0
33005,20,6,31,296,14
33006,1,1,1,19,
33007,1,1,1,11,
33008,1,1,1,2,
33009,9,6,9,305,3
3301,5,4,6,146,1
33010,5,4,5,328,1
33011,15,12,37,267,3
33012,1,1,2,88,
33013,9,7,18,171,2
33014,13,6,26,344,7
33015,3,3,6,25,0
33016,10,5,10,98,5
33017,6,3,7,332,3
33018,7,4,13,356,3
33019,8,7,28,224,1
3302,14,14,23,315,0
33020,18,5,22,359,13
33021,6,3,7,80,3
33022,1,1,2,17,
33023,2,1,2,127,1
33024,1,1,6,34,
33025,1,1,2,20,
33026,3,2,3,52,1
33027,3,3,6,276,0
33028,1,1,4,63,
33029,21,4,33,355,17
3303,1,1,1,49,
33030,11,3,15,344,8
33031,3,1,4,83,2
33032,3,2,7,174,1
33033,2,2,5,14,0
33034,21,8,24,365,13
33035,15,6,31,357,9
33036,25,15,40,331,10
33037,27,9,31,327,18
33038,22,9,32,356,13
33039,21,14,44,322,7
3304,4,3,5,40,1
33040,10,5,15,280,5
33041,3,3,6,88,0
33042,4,3,11,363,1
33043,2,1,2,41,1
33044,17,8,25,148,9
33045,1,1,1,81,
33046,9,2,13,350,7
33047,2,1,2,123,1
33048,3,2,3,202,1
33049,64,37,69,365,27
3305,1,1,2,41,
33050,12,6,19,176,6
33051,3,1,8,30,2
33052,2,2,2,8,0
33053,5,5,5,256,0
33054,1,1,1,42,
33055,15,7,16,140,8
33056,15,8,22,352,7
33057,1,1,1,50,
33058,2,2,2,3,0
33059,6,4,8,259,2
3306,3,2,3,71,1
33060,9,5,16,344,4
33061,4,3,5,173,1
33062,6,3,21,76,3
33063,5,3,10,238,2
33064,1,1,2,74,
33065,4,3,5,296,1
33066,21,12,36,266,9
33067,12,9,17,343,3
33068,3,2,4,238,1
33069,1,1,4,24,
3307,6,1,16,134,5
33070,2,2,2,219,0
33071,11,7,18,171,4
33072,1,1,1,83,
33073,2,2,2,358,0
33074,19,6,40,311,13
33075,4,3,8,239,1
33076,5,4,5,103,1
33077,2,1,2,79,1
33078,3,3,3,355,0
33079,23,19,23,203,4
3308,15,7,15,351,8
33080,1,1,1,76,
33081,5,4,7,171,1
33082,1,1,1,33,
33083,10,5,10,340,5
33084,10,10,29,346,0
33085,4,3,5,78,1
33086,2,2,3,108,0
33087,1,1,1,32,
33088,15,9,21,253,6
33089,5,4,5,173,1
3309,16,12,20,317,4
33090,18,12,35,359,6
33091,49,25,122,311,24
33092,21,13,30,194,8
33093,19,8,21,344,11
33094,7,5,10,175,2
33095,2,2,3,87,0
33096,6,2,6,240,4
33097,5,3,5,333,2
33098,4,2,4,359,2
33099,1,1,1,1,
331,16,7,18,177,9
3310,17,7,20,339,10
33100,4,1,10,134,3
33101,1,1,6,17,
33102,4,2,4,269,2
33103,16,2,16,349,14
33104,5,5,6,179,0
33105,16,7,29,199,9
33106,6,3,11,243,3
33107,2,2,2,353,0
33108,13,12,13,282,1
33109,5,4,5,135,1
3311,23,17,23,347,6
33110,8,5,12,189,3
33111,16,12,16,190,4
33112,1,1,1,2,
33113,1,1,1,57,
33114,6,6,8,281,0
33115,10,9,10,328,1
33116,14,14,15,318,0
33117,2,2,2,19,0
33118,27,18,34,361,9
33119,2,2,2,10,0
3312,2,2,2,69,0
33120,7,7,7,308,0
33121,3,2,3,62,1
33122,69,45,82,355,24
33123,8,5,10,341,3
33124,53,32,61,331,21
33125,6,6,13,109,0
33126,11,5,12,275,6
33127,2,2,2,7,0
33128,7,4,8,29,3
33129,4,4,4,68,0
3313,3,2,3,69,1
33130,2,2,4,37,0
33131,1,1,3,45,
33132,17,12,21,268,5
33133,16,6,29,339,10
33134,14,10,19,298,4
33135,3,3,3,180,0
33136,3,1,3,186,2
33137,38,10,49,317,28
33138,2,2,2,38,0
33139,6,2,7,335,4
3314,11,9,20,317,2
33140,2,2,5,9,0
33141,3,3,3,60,0
33142,1,1,2,20,
33143,5,3,15,301,2
33144,3,2,3,57,1
33145,3,3,4,346,0
33146,3,3,5,265,0
33147,20,16,28,255,4
33148,1,1,1,76,
33149,5,2,9,141,3
3315,26,8,47,348,18
33150,1,1,1,67,
33151,2,1,3,41,1
33152,2,2,2,69,0
33153,3,2,3,67,1
33154,5,5,6,171,0
33155,6,4,7,317,2
33156,5,5,6,168,0
33157,7,4,8,175,3
33158,6,5,7,166,1
33159,8,7,8,346,1
3316,5,4,10,306,1
33160,12,6,14,310,6
33161,2,2,2,140,0
33162,45,12,46,332,33
33163,2,2,2,66,0
33164,49,22,61,361,27
33165,1,1,1,75,
33166,1,1,1,83,
33167,18,8,22,206,10
33168,5,4,5,50,1
33169,13,6,20,317,7
3317,1,1,1,80,
33170,4,3,4,43,1
33171,11,9,11,79,2
33172,6,5,7,340,1
33173,3,3,3,259,0
33174,7,5,8,188,2
33175,2,1,2,100,1
33176,2,1,2,62,1
33177,3,3,3,229,0
33178,1,1,1,87,
33179,5,2,5,278,3
3318,1,1,6,6,
33180,13,9,32,320,4
33181,4,3,5,2,1
33182,1,1,1,81,
33183,20,13,24,362,7
33184,7,4,8,329,3
33185,1,1,1,2,
33186,1,1,1,79,
33187,7,6,7,258,1
33188,14,8,23,262,6
33189,3,3,3,74,0
3319,1,1,1,14,
33190,2,1,2,34,1
33191,20,16,20,155,4
33192,3,3,4,272,0
33193,2,2,2,45,0
33194,3,2,4,14,1
33195,1,1,1,56,
33196,4,4,7,112,0
33197,15,8,16,354,7
33198,1,1,1,57,
33199,1,1,1,83,
332,12,6,20,189,6
3320,1,1,1,49,
33200,8,1,35,327,7
33201,1,1,1,20,
33202,1,1,1,28,
33203,2,2,5,14,0
33204,5,4,5,130,1
33205,48,24,100,365,24
33206,6,6,8,309,0
33207,1,1,2,17,
33208,1,1,1,72,
33209,3,3,3,40,0
3321,10,6,10,364,4
33210,7,1,7,313,6
33211,7,6,11,83,1
33212,1,1,1,76,
33213,6,5,8,69,1
33214,1,1,1,87,
33215,6,6,6,183,0
33216,16,5,19,312,11
33217,1,1,1,10,
33218,3,2,3,45,1
33219,13,13,14,260,0
3322,33,15,57,322,18
33220,20,10,22,360,10
33221,23,5,54,343,18
33222,342,56,342,330,286
33223,1,1,1,41,
33224,1,1,6,55,
33225,1,1,1,23,
33226,8,3,8,302,5
33227,2,1,2,132,1
33228,1,1,1,54,
33229,13,5,16,278,8
3323,1,1,1,30,
33230,18,10,24,358,8
33231,34,11,41,355,23
33232,8,7,9,141,1
33233,8,6,12,325,2
33234,2,1,3,40,1
33235,34,12,52,359,22
33236,3,3,3,6,0
33237,25,8,42,315,17
33238,13,10,26,317,3
33239,13,6,16,358,7
3324,3,3,4,19,0
33240,5,4,10,102,1
33241,8,7,31,321,1
33242,1,1,1,23,
33243,4,3,5,27,1
33244,2,2,2,23,0
33245,1,1,1,5,
33246,2,1,4,149,1
33247,10,8,18,85,2
33248,37,34,45,354,3
33249,17,10,21,218,7
3325,4,3,4,51,1
33250,3,1,4,354,2
33251,33,16,46,337,17
33252,3,1,3,167,2
33253,2,2,2,102,0
33254,1,1,1,22,
33255,11,5,11,350,6
33256,6,3,6,365,3
33257,50,10,105,354,40
33258,13,7,13,333,6
33259,1,1,2,20,
3326,20,10,32,311,10
33260,22,15,30,339,7
33261,11,10,31,332,1
33262,6,6,7,46,0
33263,12,2,13,356,10
33264,1,1,1,6,
33265,2,2,2,44,0
33266,14,12,21,317,2
33267,8,3,14,232,5
33268,5,4,7,101,1
33269,2,2,2,67,0
3327,1,1,1,19,
33270,6,1,11,143,5
33271,3,3,17,113,0
33272,14,10,45,357,4
33273,2,1,6,99,1
33274,2,2,2,34,0
33275,1,1,1,52,
33276,8,4,9,80,4
33277,30,17,30,289,13
33278,2,1,4,99,1
33279,22,18,24,360,4
3328,14,7,35,349,7
33280,6,3,18,171,3
33281,2,2,3,44,0
33282,3,3,3,106,0
33283,4,4,5,128,0
33284,8,3,10,353,5
33285,6,4,7,317,2
33286,11,7,11,294,4
33287,1,1,1,19,
33288,14,5,26,271,9
33289,17,14,27,299,3
3329,59,28,153,38,31
33290,12,10,14,365,2
33291,7,7,13,102,0
33292,19,16,25,280,3
33293,3,3,3,167,0
33294,14,8,19,339,6
33295,16,11,26,362,5
33296,6,2,6,140,4
33297,5,5,17,64,0
33298,1,1,1,81,
33299,1,1,1,57,
333,3,3,3,297,0
3330,22,14,51,354,8
33300,17,17,36,352,0
33301,1,1,1,20,
33302,3,2,4,115,1
33303,3,1,4,175,2
33304,5,2,5,311,3
33305,3,3,4,125,0
33306,1,1,1,1,
33307,5,4,5,128,1
33308,1,1,1,35,
33309,1,1,1,88,
3331,3,3,3,224,0
33310,3,3,3,223,0
33311,10,10,14,280,0
33312,13,6,24,342,7
33313,3,3,3,11,0
33314,1,1,1,48,
33315,15,8,23,351,7
33316,2,2,2,176,0
33317,7,4,11,256,3
33318,2,2,2,268,0
33319,3,3,4,134,0
3332,4,2,4,331,2
33320,46,15,66,275,31
33321,2,1,2,25,1
33322,1,1,1,24,
33323,27,20,38,345,7
33324,2,2,2,24,0
33325,25,16,45,296,9
33326,25,9,49,233,16
33327,1,1,1,3,
33328,1,1,1,14,
33329,2,2,2,149,0
3333,1,1,1,58,
33330,18,12,49,325,6
33331,1,1,1,65,
33332,1,1,1,51,
33333,35,24,98,324,11
33334,3,3,5,23,0
33335,18,18,26,363,0
33336,2,2,2,43,0
33337,8,8,10,332,0
33338,18,10,40,342,8
33339,15,12,17,359,3
3334,12,12,16,335,0
33340,5,4,7,183,1
33341,1,1,2,80,
33342,1,1,1,88,
33343,2,2,2,126,0
33344,1,1,4,18,
33345,7,5,10,218,2
33346,18,8,26,362,10
33347,1,1,1,61,
33348,6,1,10,176,5
33349,8,6,14,204,2
3335,2,2,3,144,0
33350,4,4,4,62,0
33351,26,23,83,321,3
33352,18,16,61,363,2
33353,13,8,17,175,5
33354,2,1,2,120,1
33355,2,1,2,116,1
33356,7,4,25,247,3
33357,9,5,11,263,4
33358,8,7,12,255,1
33359,28,14,44,334,14
3336,7,5,8,105,2
33360,3,2,3,124,1
33361,4,3,5,117,1
33362,3,3,3,46,0
33363,1,1,1,5,
33364,2,2,2,44,0
33365,2,2,2,22,0
33366,24,6,28,297,18
33367,1,1,1,84,
33368,22,18,29,354,4
33369,2,2,9,107,0
3337,1,1,1,13,
33370,7,6,12,191,1
33371,11,10,19,177,1
33372,4,4,5,318,0
33373,25,8,30,362,17
33374,2,2,2,81,0
33375,3,3,3,92,0
33376,12,6,12,352,6
33377,23,10,27,318,13
33378,8,8,13,172,0
33379,1,1,1,23,
3338,2,2,2,29,0
33380,25,12,28,349,13
33381,3,2,3,111,1
33382,7,7,9,139,0
33383,1,1,1,57,
33384,4,3,6,54,1
33385,2,2,4,35,0
33386,1,1,1,12,
33387,7,7,15,352,0
33388,5,4,7,200,1
33389,17,11,26,264,6
3339,1,1,1,44,
33390,8,7,8,115,1
33391,3,3,3,85,0
33392,14,7,27,328,7
33393,3,2,3,322,1
33394,1,1,1,66,
33395,17,5,26,278,12
33396,2,2,2,41,0
33397,20,9,30,317,11
33398,22,11,29,317,11
33399,2,2,3,350,0
334,14,6,40,358,8
3340,2,2,2,5,0
33400,2,1,11,68,1
33401,7,7,12,113,0
33402,1,1,1,72,
33403,14,13,17,181,1
33404,5,5,7,357,0
33405,6,4,7,275,2
33406,5,5,5,97,0
33407,1,1,2,39,
33408,9,2,20,106,7
33409,1,1,1,37,
3341,9,7,11,171,2
33410,21,9,36,353,12
33411,5,4,6,341,1
33412,5,3,6,244,2
33413,2,1,2,68,1
33414,17,5,17,361,12
33415,16,8,27,207,8
33416,6,2,7,128,4
33417,8,5,9,131,3
33418,14,5,14,218,9
33419,12,7,12,295,5
3342,5,4,15,147,1
33420,4,4,5,76,0
33421,3,2,3,51,1
33422,1,1,1,84,
33423,32,16,58,353,16
33424,19,9,22,327,10
33425,3,3,4,53,0
33426,1,1,1,45,
33427,10,9,10,197,1
33428,1,1,1,28,
33429,27,21,49,364,6
3343,5,2,20,239,3
33430,9,6,10,149,3
33431,3,3,3,63,0
33432,6,5,6,169,1
33433,1,1,1,5,
33434,8,5,8,46,3
33435,1,1,4,82,
33436,4,2,6,141,2
33437,5,5,5,235,0
33438,47,23,103,361,24
33439,3,3,3,172,0
3344,12,4,22,306,8
33440,4,4,4,212,0
33441,7,7,11,317,0
33442,1,1,2,17,
33443,46,27,86,340,19
33444,1,1,2,4,
33445,9,6,20,236,3
33446,3,3,3,144,0
33447,16,5,18,361,11
33448,5,4,5,60,1
33449,19,5,19,354,14
3345,12,4,14,185,8
33450,6,5,12,171,1
33451,3,2,6,158,1
33452,6,5,7,181,1
33453,1,1,3,17,
33454,5,5,10,361,0
33455,25,14,36,324,11
33456,26,9,31,310,17
33457,6,5,6,178,1
33458,2,2,2,62,0
33459,15,9,27,332,6
3346,3,3,3,288,0
33460,1,1,1,48,
33461,8,3,8,279,5
33462,2,2,3,39,0
33463,10,7,11,170,3
33464,2,2,2,30,0
33465,19,7,26,334,12
33466,1,1,1,65,
33467,1,1,1,7,
33468,5,5,5,315,0
33469,8,5,9,241,3
3347,17,6,25,339,11
33470,1,1,1,10,
33471,1,1,2,41,
33472,8,7,21,185,1
33473,5,3,6,71,2
33474,2,2,2,3,0
33475,2,1,2,124,1
33476,9,4,20,282,5
33477,2,2,5,151,0
33478,35,7,41,355,28
33479,2,2,4,25,0
3348,2,2,2,82,0
33480,9,5,10,146,4
33481,12,7,38,117,5
33482,2,2,2,329,0
33483,1,1,1,68,
33484,9,6,13,356,3
33485,28,24,49,335,4
33486,11,5,15,342,6
33487,6,4,6,354,2
33488,7,7,12,171,0
33489,5,3,7,70,2
3349,8,8,19,71,0
33490,9,4,13,350,5
33491,7,7,7,157,0
33492,4,4,4,107,0
33493,20,6,33,334,14
33494,6,3,6,272,3
33495,1,1,2,48,
33496,11,7,30,304,4
33497,1,1,1,41,
33498,1,1,2,4,
33499,2,2,2,356,0
335,13,9,13,254,4
3350,45,18,64,362,27
33500,3,3,3,53,0
33501,4,4,4,124,0
33502,1,1,2,79,
33503,33,21,89,102,12
33504,42,22,68,355,20
33505,3,2,3,186,1
33506,12,9,12,190,3
33507,9,5,10,362,4
33508,1,1,1,55,
33509,1,1,1,36,
3351,1,1,1,65,
33510,2,2,2,35,0
33511,2,2,2,12,0
33512,4,3,4,143,1
33513,12,8,13,133,4
33514,1,1,1,75,
33515,5,2,5,211,3
33516,4,4,6,46,0
33517,1,1,1,42,
33518,1,1,1,39,
33519,17,6,19,362,11
3352,1,1,1,19,
33520,15,10,28,321,5
33521,1,1,1,68,
33522,7,3,14,12,4
33523,5,4,6,172,1
33524,10,7,12,180,3
33525,3,2,4,24,1
33526,12,8,14,348,4
33527,2,2,2,68,0
33528,16,14,24,306,2
33529,13,6,21,357,7
3353,1,1,1,35,
33530,1,1,1,23,
33531,1,1,1,12,
33532,4,4,16,344,0
33533,13,7,16,333,6
33534,1,1,1,45,
33535,2,2,2,84,0
33536,2,2,2,115,0
33537,1,1,1,15,
33538,6,5,8,171,1
33539,2,2,5,124,0
3354,1,1,1,83,
33540,1,1,4,7,
33541,7,5,8,181,2
33542,4,2,13,130,2
33543,2,2,2,104,0
33544,9,8,12,245,1
33545,1,1,1,47,
33546,3,3,3,82,0
33547,1,1,2,85,
33548,6,5,6,356,1
33549,1,1,4,67,
3355,3,2,9,25,1
33550,7,4,7,336,3
33551,3,2,6,80,1
33552,1,1,1,82,
33553,1,1,1,53,
33554,14,10,16,289,4
33555,3,3,19,253,0
33556,2,2,3,89,0
33557,4,3,6,122,1
33558,1,1,2,67,
33559,10,8,18,360,2
3356,4,4,4,77,0
33560,3,2,3,140,1
33561,1,1,1,53,
33562,3,3,4,320,0
33563,17,2,18,352,15
33564,1,1,1,6,
33565,1,1,1,81,
33566,1,1,1,10,
33567,10,5,15,202,5
33568,1,1,1,21,
33569,1,1,1,70,
3357,1,1,1,10,
33570,2,2,5,14,0
33571,3,2,3,70,1
33572,3,3,3,186,0
33573,14,6,14,74,8
33574,2,2,2,111,0
33575,1,1,1,39,
33576,2,2,2,15,0
33577,7,5,7,317,2
33578,2,1,2,65,1
33579,7,3,7,288,4
3358,10,5,10,212,5
33580,5,3,5,140,2
33581,13,8,27,198,5
33582,2,2,4,135,0
33583,1,1,2,21,
33584,3,3,3,46,0
33585,2,2,2,18,0
33586,5,4,5,307,1
33587,1,1,1,20,
33588,3,3,3,197,0
33589,9,6,9,337,3
3359,1,1,1,46,
33590,6,3,8,279,3
33591,7,2,7,320,5
33592,3,3,3,114,0
33593,3,3,3,218,0
33594,5,3,8,145,2
33595,3,2,3,80,1
33596,1,1,1,73,
33597,1,1,1,79,
33598,15,11,46,365,4
33599,9,6,11,181,3
336,1,1,2,9,
3360,12,6,12,351,6
33600,3,2,6,354,1
33601,10,5,11,205,5
33602,19,17,27,316,2
33603,3,3,4,141,0
33604,1,1,1,24,
33605,13,11,21,362,2
33606,7,2,15,149,5
33607,5,3,8,132,2
33608,8,4,8,343,4
33609,3,2,10,18,1
3361,1,1,2,68,
33610,23,17,78,36,6
33611,43,27,55,355,16
33612,37,20,79,359,17
33613,5,3,5,276,2
33614,5,4,5,182,1
33615,13,8,24,362,5
33616,8,7,9,254,1
33617,1,1,1,41,
33618,2,1,2,66,1
33619,2,2,2,41,0
3362,2,2,10,177,0
33620,12,9,18,320,3
33621,5,3,5,270,2
33622,11,8,23,213,3
33623,3,3,3,342,0
33624,39,29,58,317,10
33625,3,3,3,59,0
33626,25,10,64,326,15
33627,1,1,1,65,
33628,1,1,1,9,
33629,3,3,3,203,0
3363,22,7,22,301,15
33630,1,1,1,34,
33631,20,7,38,345,13
33632,2,2,2,104,0
33633,4,3,10,317,1
33634,8,4,8,318,4
33635,8,7,9,318,1
33636,11,11,12,202,0
33637,15,10,34,317,5
33638,5,5,5,140,0
33639,5,3,28,99,2
3364,2,2,3,19,0
33640,8,5,9,286,3
33641,10,6,18,341,4
33642,19,2,27,354,17
33643,15,6,18,359,9
33644,1,1,1,11,
33645,1,1,1,37,
33646,8,4,9,335,4
33647,8,3,17,140,5
33648,6,5,7,222,1
33649,7,5,11,131,2
3365,19,14,20,271,5
33650,7,2,7,345,5
33651,11,4,16,250,7
33652,2,2,4,17,0
33653,7,6,8,124,1
33654,1,1,2,31,
33655,4,2,6,78,2
33656,11,10,11,297,1
33657,2,2,2,24,0
33658,6,3,6,172,3
33659,8,7,9,242,1
3366,3,2,3,70,1
33660,14,8,18,322,6
33661,14,8,31,254,6
33662,9,8,9,97,1
33663,1,1,1,49,
33664,8,7,12,121,1
33665,10,5,11,358,5
33666,10,6,16,361,4
33667,13,11,13,259,2
33668,3,3,3,52,0
33669,2,2,2,110,0
3367,11,7,13,341,4
33670,14,12,19,266,2
33671,1,1,1,5,
33672,2,2,2,37,0
33673,2,2,2,46,0
33674,6,6,8,222,0
33675,3,3,3,113,0
33676,1,1,1,57,
33677,5,3,6,166,2
33678,2,2,3,69,0
33679,3,3,4,16,0
3368,4,4,5,227,0
33680,10,4,12,246,6
33681,11,5,21,122,6
33682,1,1,2,17,
33683,4,4,7,101,0
33684,5,5,14,352,0
33685,1,1,4,81,
33686,2,1,2,117,1
33687,10,8,13,198,2
33688,14,5,17,318,9
33689,4,3,5,141,1
3369,4,4,4,44,0
33690,4,3,7,301,1
33691,5,3,6,189,2
33692,3,3,3,12,0
33693,2,2,2,75,0
33694,14,5,16,275,9
33695,8,7,11,127,1
33696,6,6,10,350,0
33697,3,3,3,87,0
33698,2,2,4,86,0
33699,1,1,1,45,
337,9,6,22,228,3
3370,6,5,15,289,1
33700,10,6,13,348,4
33701,5,5,6,78,0
33702,2,2,2,3,0
33703,3,3,4,223,0
33704,2,2,2,17,0
33705,1,1,1,21,
33706,1,1,1,43,
33707,1,1,2,56,
33708,23,11,24,352,12
33709,5,5,5,365,0
3371,17,17,18,325,0
33710,2,2,3,113,0
33711,2,2,2,19,0
33712,5,3,5,97,2
33713,7,4,9,169,3
33714,11,7,11,181,4
33715,4,4,4,172,0
33716,1,1,1,17,
33717,23,17,38,348,6
33718,8,7,9,135,1
33719,1,1,2,41,
3372,21,16,23,178,5
33720,5,5,9,176,0
33721,2,2,2,333,0
33722,1,1,2,86,
33723,8,4,14,240,4
33724,5,5,9,344,0
33725,32,12,55,347,20
33726,2,1,3,133,1
33727,4,3,5,166,1
33728,5,2,5,126,3
33729,1,1,1,76,
3373,5,4,9,67,1
33730,8,2,13,357,6
33731,2,2,2,10,0
33732,1,1,1,10,
33733,20,17,20,349,3
33734,1,1,1,14,
33735,21,9,32,346,12
33736,1,1,1,6,
33737,1,1,1,32,
33738,2,2,2,61,0
33739,2,1,2,83,1
3374,6,6,7,210,0
33740,11,8,17,175,3
33741,1,1,1,27,
33742,5,3,10,99,2
33743,6,4,11,140,2
33744,8,8,9,142,0
33745,2,2,2,181,0
33746,3,3,10,110,0
33747,1,1,1,67,
33748,1,1,2,12,
33749,1,1,1,26,
3375,2,2,2,311,0
33750,21,13,22,355,8
33751,3,3,8,195,0
33752,2,2,2,11,0
33753,8,6,9,79,2
33754,3,2,3,48,1
33755,1,1,1,18,
33756,1,1,1,76,
33757,3,3,3,14,0
33758,1,1,1,77,
33759,6,4,6,186,2
3376,5,4,5,177,1
33760,16,16,20,345,0
33761,1,1,1,12,
33762,7,6,7,207,1
33763,3,3,3,81,0
33764,2,2,2,174,0
33765,49,29,66,329,20
33766,7,4,7,65,3
33767,6,5,7,349,1
33768,20,10,27,359,10
33769,3,3,5,67,0
3377,7,4,11,30,3
33770,1,1,1,71,
33771,7,4,13,130,3
33772,1,1,1,70,
33773,1,1,1,6,
33774,1,1,1,23,
33775,19,9,25,364,10
33776,1,1,1,49,
33777,16,13,17,185,3
33778,13,7,20,264,6
33779,1,1,1,12,
3378,1,1,1,48,
33780,2,2,3,94,0
33781,17,12,21,211,5
33782,7,5,8,336,2
33783,1,1,1,86,
33784,19,1,28,334,18
33785,15,12,17,362,3
33786,2,2,2,9,0
33787,4,4,7,44,0
33788,3,3,3,10,0
33789,7,5,7,162,2
3379,23,11,39,331,12
33790,10,5,11,274,5
33791,2,2,2,147,0
33792,14,11,15,317,3
33793,1,1,2,86,
33794,6,4,6,87,2
33795,19,16,26,313,3
33796,29,21,47,266,8
33797,16,9,20,347,7
33798,2,2,3,360,0
33799,13,9,17,259,4
338,8,3,8,359,5
3380,11,9,13,107,2
33800,10,6,16,261,4
33801,5,2,5,16,3
33802,6,5,15,91,1
33803,9,4,13,171,5
33804,6,4,6,246,2
33805,1,1,1,21,
33806,2,2,2,54,0
33807,23,7,27,238,16
33808,7,7,7,43,0
33809,4,2,4,100,2
3381,6,1,7,113,5
33810,4,4,4,79,0
33811,10,8,21,224,2
33812,5,1,5,111,4
33813,23,18,44,357,5
33814,2,2,3,75,0
33815,2,2,3,27,0
33816,18,8,29,262,10
33817,10,6,12,188,4
33818,2,2,2,11,0
33819,9,2,10,347,7
3382,3,3,3,157,0
33820,5,3,5,170,2
33821,2,2,2,13,0
33822,1,1,1,55,
33823,7,6,7,220,1
33824,7,6,9,287,1
33825,10,5,10,362,5
33826,4,4,8,87,0
33827,10,6,23,106,4
33828,4,2,30,130,2
33829,3,3,3,106,0
3383,7,2,14,263,5
33830,1,1,1,35,
33831,2,2,2,12,0
33832,2,1,9,69,1
33833,1,1,1,19,
33834,8,6,13,247,2
33835,6,6,6,164,0
33836,1,1,4,73,
33837,12,11,16,323,1
33838,4,3,5,154,1
33839,2,2,2,10,0
3384,3,2,4,72,1
33840,5,3,8,115,2
33841,1,1,1,34,
33842,6,4,13,279,2
33843,5,5,5,76,0
33844,8,5,9,235,3
33845,18,10,22,331,8
33846,21,18,30,283,3
33847,6,6,6,316,0
33848,4,4,5,190,0
33849,1,1,1,18,
3385,6,6,6,257,0
33850,2,1,4,71,1
33851,3,3,3,173,0
33852,6,5,15,322,1
33853,1,1,1,15,
33854,1,1,1,89,
33855,2,2,2,174,0
33856,8,8,8,140,0
33857,1,1,1,51,
33858,7,7,21,265,0
33859,2,2,4,172,0
3386,1,1,1,8,
33860,1,1,1,76,
33861,25,12,56,319,13
33862,13,8,17,343,5
33863,10,9,17,317,1
33864,4,4,4,112,0
33865,3,2,7,200,1
33866,9,5,13,129,4
33867,3,3,4,79,0
33868,2,2,2,74,0
33869,15,13,15,349,2
3387,3,3,3,30,0
33870,17,4,24,331,13
33871,5,4,5,158,1
33872,5,3,7,112,2
33873,3,3,4,235,0
33874,30,14,37,356,16
33875,18,12,40,339,6
33876,11,9,13,9,2
33877,10,9,11,183,1
33878,2,2,2,78,0
33879,1,1,1,27,
3388,7,5,16,329,2
33880,2,2,2,193,0
33881,7,2,14,156,5
33882,4,2,5,219,2
33883,3,1,3,233,2
33884,7,6,10,290,1
33885,1,1,1,38,
33886,2,2,2,73,0
33887,1,1,1,34,
33888,4,3,5,196,1
33889,1,1,1,65,
3389,1,1,4,2,
33890,15,7,16,327,8
33891,1,1,1,26,
33892,5,2,10,107,3
33893,8,8,9,308,0
33894,10,9,11,349,1
33895,1,1,1,12,
33896,2,2,2,50,0
33897,11,10,12,355,1
33898,6,3,6,106,3
33899,2,2,4,182,0
339,3,3,3,109,0
3390,16,8,18,348,8
33900,2,2,3,69,0
33901,1,1,1,69,
33902,4,1,4,324,3
33903,3,3,3,171,0
33904,10,4,10,353,6
33905,6,5,9,317,1
33906,2,2,2,72,0
33907,3,3,3,300,0
33908,7,7,7,238,0
33909,5,5,5,171,0
3391,1,1,1,50,
33910,9,8,12,194,1
33911,6,6,13,266,0
33912,11,8,13,223,3
33913,25,16,40,362,9
33914,17,12,27,353,5
33915,2,2,2,47,0
33916,19,9,45,365,10
33917,8,4,8,171,4
33918,1,1,2,29,
33919,39,5,44,359,34
3392,25,14,26,345,11
33920,3,3,5,207,0
33921,7,3,14,143,4
33922,2,2,5,14,0
33923,2,2,2,71,0
33924,14,7,20,349,7
33925,15,5,19,334,10
33926,6,6,6,89,0
33927,1,1,1,83,
33928,2,2,3,66,0
33929,10,10,13,336,0
3393,19,14,20,293,5
33930,5,5,11,145,0
33931,6,3,8,129,3
33932,7,5,8,289,2
33933,2,2,2,154,0
33934,7,7,7,52,0
33935,4,3,5,107,1
33936,3,3,3,84,0
33937,11,7,11,172,4
33938,4,1,14,170,3
33939,2,2,2,98,0
3394,3,3,3,11,0
33940,17,16,18,361,1
33941,10,9,10,337,1
33942,1,1,1,44,
33943,5,4,5,201,1
33944,11,4,11,85,7
33945,5,4,5,364,1
33946,16,12,24,353,4
33947,1,1,1,6,
33948,1,1,6,18,
33949,15,4,15,249,11
3395,2,2,2,59,0
33950,1,1,1,14,
33951,5,3,7,70,2
33952,10,6,13,307,4
33953,17,9,40,365,8
33954,2,1,2,57,1
33955,12,5,31,344,7
33956,17,11,21,350,6
33957,8,4,13,313,4
33958,4,3,5,111,1
33959,1,1,1,50,
3396,12,9,31,307,3
33960,4,2,8,147,2
33961,8,2,8,334,6
33962,9,3,9,177,6
33963,11,5,12,346,6
33964,14,8,24,285,6
