用户id,差评,好评,中评
23080,,2,
23082,,1,
23083,1,27,1
23085,,1,
23087,,1,
23088,,1,
23090,,1,
23092,,9,
23093,,1,
23096,,7,
23102,,1,
23104,,2,
23105,,1,
23106,,1,
23109,,4,
23110,,5,
23111,,6,
23117,,5,
23119,,1,
23120,,1,
23122,,6,
23123,,8,5
23124,,5,
23130,1,4,
23131,,4,
23132,,7,
23134,,1,
23137,,3,
23140,,1,
23141,,4,
23143,,1,
23145,,12,
23148,,3,
23149,,1,
23150,,4,
23151,,24,
23153,,1,
23155,,15,
23159,,4,
23161,,5,
23163,,5,
23165,,8,
23167,,14,
23169,,4,
23170,,1,
23175,,4,
23177,,11,
23179,,1,
23181,,3,
23182,,5,1
23184,,12,
23188,,8,
23190,,2,
23191,,1,
23192,,5,
23193,,1,
23194,,17,
23195,,1,
23200,,6,
23203,,1,
23205,,4,
23208,,4,
23209,1,4,1
23210,,4,
23212,,2,
23213,,1,
23214,,3,
23219,,1,
23221,,3,
23222,,2,
23223,,1,
23228,,1,
23229,,1,
23232,,9,
23236,,5,
23238,1,18,1
23240,,3,
23243,,18,
23244,,,2
23246,,3,
23247,,10,
23248,,4,
23252,,1,
23260,,20,
23262,,2,
23264,,2,
23267,,1,
23268,,1,
23269,,1,
23270,,2,
23271,,3,
23274,,7,
23278,,1,
23280,,22,
23281,,6,
23282,,2,
23286,,4,
23289,,6,
23291,2,11,2
23293,,8,
23295,,4,
23297,,1,
23303,,6,
23304,,13,
23306,,1,
23309,,13,
23314,,3,
23315,,29,
23316,,2,
23319,,3,
23321,1,,
23324,,2,
23327,1,2,
23331,,2,
23332,,4,
23335,,2,
23336,,1,
23338,,1,
23340,,17,
23341,,8,
23342,,1,1
23344,,6,1
23346,,1,
23348,,2,
23349,,5,
23350,,1,
23351,,5,
23355,,5,1
23356,,12,
23357,,7,
23359,,4,
23360,1,1,
23361,,1,
23365,,1,
23369,,19,
23371,,2,
23372,,6,
23373,,5,
23376,,12,
23379,,5,
23381,,9,
23384,,1,
23385,,29,
23388,,12,
23391,,2,
23393,,5,
23395,,1,
23397,,6,
23399,,5,
23405,,1,
23406,,2,
23411,,4,
23412,1,10,
23414,,5,
23416,,11,
23417,,5,
23419,,5,
23420,,1,
23423,,5,
23427,,1,
23428,,3,
23431,,2,1
23435,,7,
23437,,7,1
23440,,2,
23441,,5,1
23442,,11,
23448,,2,
23449,,4,1
23453,,5,
23455,,6,
23456,,2,
23457,,3,
23462,,9,
23464,,1,
23466,,2,
23467,,3,
23470,1,,
23471,,2,
23474,,2,
23475,,9,
23476,,3,
23477,,1,
23481,,3,
23483,,3,
23485,,3,
23487,,8,
23488,,14,
23490,1,2,1
23491,,1,
23492,,1,
23496,,2,
23499,,1,
23501,,,1
23505,,2,
23508,,2,
23509,,1,
23511,,3,
23512,,,1
23514,,2,
23515,,3,
23519,,3,
23520,,4,
23523,1,,
23524,,1,
23525,,1,
23530,,1,
23538,,2,
23540,,17,
23542,,3,
23543,,32,
23547,,2,
23550,,2,
23552,,2,
23554,,4,
23555,,5,
23556,,8,
23557,,14,
23564,,7,
23567,,2,
23568,,3,
23570,,2,
23573,,1,
23574,,10,
23576,,1,
23579,,2,
23582,,1,
23583,,3,
23587,,3,
23588,,3,
23590,,5,
23591,,5,
23592,,1,
23595,,1,
23596,,2,
23598,,11,
23605,,16,4
23606,,2,
23614,,6,
23615,,5,
23621,,1,
23625,,5,
23628,,1,
23631,,2,
23634,,1,
23635,,1,
23636,,1,
23638,,1,1
23641,,1,1
23643,,1,
23644,,6,
23646,,1,
23647,,2,
23649,,10,
23651,,1,
23653,,3,
23654,,1,
23655,,1,
23656,,4,
23661,,2,
23667,,1,
23668,,8,
23670,,14,
23674,,1,
23675,1,,
23679,,3,
23680,,9,
23682,,1,
23683,,1,
23685,,9,
23687,,1,
23688,1,11,
23689,,2,
23690,,1,
23692,,3,
23695,,1,
23705,,8,
23706,,1,
23709,,9,
23710,2,,
23712,,2,
23714,,3,
23715,,2,
23717,,3,
23719,,4,
23720,,2,
23721,,1,
23725,,7,
23727,,2,
23729,,2,
23732,,1,
23734,,3,
23735,,4,
23738,,1,
23745,,6,
23749,,1,
23751,,4,
23754,,3,
23755,1,,
23756,3,17,
23758,,11,
23760,,8,
23767,,3,
23770,,6,
23774,,2,
23775,,1,
23776,1,4,
23778,,4,
23780,,19,
23781,,4,
23790,,2,
23791,,25,
23794,,1,
23795,,1,
23802,,,1
23803,1,14,
23804,,7,
23807,,1,
23809,,2,
23810,,3,
23816,,8,
23817,1,6,
23819,,1,
23820,,6,
23821,,4,
23822,,3,
23824,,3,
23826,,1,
23828,,,1
23829,,3,
23832,,2,
23836,,1,
23837,,1,
23838,,9,
23839,,2,1
23843,,1,
23845,,3,
23846,,8,
23847,,5,
23852,,6,
23853,,1,
23855,,2,
23856,,2,
23857,,7,1
23860,,4,
23862,,31,
23863,,1,
23865,,6,
23869,,1,
23873,,5,
23874,,3,
23875,,16,
23876,1,,
23880,,2,
23882,,1,
23883,1,,
23884,,11,
23885,,3,
23887,,2,
23892,,1,
23895,,4,
23896,,1,
23897,,1,
23899,,9,1
23901,,1,
23902,,6,
23906,,2,
23907,,3,
23908,,8,
23913,,2,
23914,,9,
23918,,2,
23919,,1,
23920,,6,
23922,,1,
23924,,1,
23925,,3,
23928,,10,1
23930,,6,
23942,,3,
23943,,33,
23944,,11,
23945,,25,
23947,,2,1
23948,,12,
23950,,1,
23952,,2,
23953,,1,
23956,,4,
23959,,1,
23961,,4,
23962,,3,
23964,,4,
23967,,1,
23968,1,4,
23977,,1,
23978,,5,
23982,,7,
23985,,7,
23986,,19,1
23987,,13,
23991,,4,
24001,,4,
24004,,1,
24007,,3,
24008,,2,
24009,,3,
24010,,21,
24011,,1,1
24014,,2,
24015,,5,
24016,,16,
24017,,8,
24022,,1,
24023,,1,
24027,,4,
24028,,3,
24031,2,,
24040,,4,
24041,,3,
24042,,4,
24043,,1,
24044,,1,
24046,,1,
24047,,6,
24051,,1,
24054,,13,
24059,1,,
24062,,1,
24064,,1,
24068,,8,
24074,,4,
24077,,2,
24078,,2,
24080,,1,
24082,,2,
24087,,1,2
24089,,15,
24093,,4,
24099,,1,
24103,,2,
24110,,3,
24111,,3,
24112,,3,
24114,,3,
24116,,14,
24120,,2,
24122,,4,
24124,,7,
24125,,1,
24127,,1,
24129,,17,
24130,,2,
24131,,1,
24132,,1,
24135,,8,
24136,,3,
24138,,4,
24141,,2,
24144,,9,1
24145,,1,
24146,,9,
24148,,2,1
24149,,21,
24150,,2,
24151,,2,
24152,1,,
24153,,1,
24156,,1,
24161,,3,
24163,2,1,
24164,,3,
24169,,1,
24171,,4,
24174,,2,
24177,,6,
24178,,1,
24183,,5,
24186,,11,1
24189,,1,
24190,,2,
24191,,9,
24198,,4,
24199,,1,
24201,,2,
24206,,3,
24207,,1,
24212,,5,1
24217,,3,
24218,,6,
24223,,3,
24224,,8,
24226,1,1,
24227,,1,
24230,,2,
24232,,1,
24240,,5,
24242,,9,
24244,,3,
24245,,8,
24246,,10,
24247,,6,
24249,,3,
24250,,4,
24254,,8,
24255,,2,
24257,1,4,
24258,,1,
24259,,4,
24260,,2,
24262,,1,
24264,,4,
24265,,14,
24271,,9,
24273,,1,
24274,,1,
24277,,1,
24280,,16,
24282,,3,
24283,,8,
24286,,6,
24287,,2,
24288,,2,
24292,,1,
24295,,13,
24301,,17,
24303,,2,
24305,,4,
24306,,15,
24307,,5,
24308,,1,
24312,,1,
24316,,3,
24319,,2,
24320,,1,
24321,,4,
24322,,1,
24324,,1,
24325,,1,
24330,,3,
24334,,1,
24335,,2,
24336,,7,
24339,,1,
24340,,1,
24349,,7,
24352,,2,
24354,1,,
24356,,1,
24359,,3,
24360,,1,
24361,,10,
24362,,1,
24364,,3,
24365,,2,
24366,,15,
24367,1,1,
24368,,2,1
24369,,1,
24372,,1,
24379,,12,
24383,,1,
24386,,2,
24388,,2,
24393,,7,
24394,,7,
24395,,13,
24396,,3,
24397,,1,
24398,,5,
24401,1,3,
24404,,13,
24406,,10,
24408,2,3,
24409,,6,
24410,,3,
24412,,1,
24417,,1,
24418,,2,
24421,,7,
24424,,2,
24426,,1,
24428,,3,
24431,,5,
24438,,3,
24439,,3,
24440,,3,
24441,,1,
24443,,5,1
24447,,9,
24448,,9,
24449,,32,1
24452,,6,
24453,,2,
24454,,4,
24456,,5,
24458,,1,
24459,,16,
24461,,1,
24467,,7,
24478,,6,
24480,,5,
24481,,2,
24484,,3,
24485,,17,
24486,,1,
24487,,5,
24488,,7,
24489,,16,
24490,,7,
24492,,1,
24496,,8,
24497,,1,
24498,,2,
24500,,7,
24501,,1,
24507,,2,
24508,,4,
24509,,3,
24514,,1,
24518,,3,
24519,,26,
24523,,2,
24525,,1,
24528,,2,
24529,,21,
24532,1,2,1
24534,,1,
24537,,1,
24541,,2,
24542,,1,
24543,,6,
24547,,4,1
24555,,1,
24558,,1,
24562,,,1
24563,,9,
24566,,1,
24570,,1,
24573,,9,
24574,,1,
24575,,1,
24580,,9,
24581,,2,
24585,,5,
24587,,1,
24588,,6,
24590,,4,
24593,,1,
24594,,1,
24598,1,,
24604,,3,
24607,,10,
24608,,2,
24609,,2,
24613,,11,3
24614,,1,
24617,,12,
24621,,,1
24622,,3,
24623,,6,
24624,1,,
24625,,13,
24626,,2,
24627,,1,
24628,,15,
24631,,11,
24633,,11,
24639,,11,1
24640,,2,
24642,,2,
24643,,2,
24645,,1,
24646,,1,
24649,,2,
24652,,1,
24654,,3,
24655,,2,
24657,2,1,
24659,,2,
24660,,3,
24662,,2,
24666,,3,
24668,,1,
24678,,5,
24680,,20,1
24681,,7,
24682,1,6,
24683,,24,
24687,,2,
24690,,1,
24692,,1,
24693,,2,
24694,,32,
24696,,5,
24697,,6,
24698,,3,
24704,,2,
24705,,15,
24709,,4,
24713,,,1
24718,,1,
24719,,3,
24720,,1,
24721,,2,
24722,,62,
24724,,9,
24726,,16,
24727,,1,
24729,,3,
24730,,1,
24731,,1,
24734,,1,
24736,,4,
24741,,12,
24744,,1,
24749,,1,
24751,,2,
24752,,2,
24754,,1,
24755,,6,
24757,,3,
24760,,1,
24762,,1,
24765,,6,2
24768,,16,
24774,,1,
24776,,1,
24779,,12,
24785,,11,
24786,,8,
24788,,6,1
24790,,1,
24793,,8,
24796,,4,
24798,,1,
24801,,1,
24804,,1,
24806,,9,
24810,,2,
24812,,15,
24816,,2,
24818,,1,
24819,,2,
24824,,1,
24826,,5,
24827,,1,
24828,,3,
24830,1,1,
24832,,1,
24835,,15,
24836,,6,
24837,,5,
24838,,4,
24841,,15,
24844,,,1
24845,,5,
24850,,1,
24851,,2,
24857,,1,
24858,,3,
24859,,3,
24864,,6,
24866,,1,
24871,,7,
24875,,4,
24879,,1,
24887,,1,
24888,,1,
24890,,1,
24891,,2,
24897,,1,
24898,,2,
24902,,1,1
24903,,3,
24906,,11,
24907,,3,
24908,,3,
24909,,9,
24915,,3,
24916,,2,
24917,,4,1
24918,,3,
24920,,2,
24922,,1,
24925,,5,
24926,,6,
24927,,3,
24928,,2,
24929,,1,
24932,,1,
24934,,5,
24936,,1,
24939,,1,
24941,,2,
24943,,3,
24944,,3,
24946,,1,
24951,,1,
24954,,2,
24957,,1,
24962,,1,
24964,,5,
24967,,3,
24971,,7,
24976,,2,
24977,,4,
24980,,17,
24981,,3,
24983,,2,
24984,,4,
24985,,3,
24986,,2,
24987,,1,
24988,,1,
24989,,1,
24990,,4,
24991,,6,
24993,,1,
24995,,7,
24996,,8,
24997,,3,
24998,,3,
25003,,2,
25005,,4,
25006,,1,
25016,,4,
25018,,4,
25020,1,9,1
25027,,3,
25034,,4,1
25035,,1,
25037,,3,
25038,,2,
25039,,3,
25040,,1,
25042,,3,
25045,,3,
25050,,5,
25051,,1,
25054,,4,
25058,,1,
25064,1,8,1
25066,,4,
25067,,2,
25071,,1,
25073,,3,
25074,,15,
25078,,12,
25084,,7,
25085,,5,
25088,,4,
25089,,1,
25091,,6,
25092,,2,
25093,,3,
25095,,1,
25097,,8,
25103,,2,
25105,,1,
25106,,21,
25109,,25,1
25110,1,11,1
25113,,1,
25117,,1,
25120,1,3,
25121,,1,
25124,,14,
25125,,1,
25126,,2,
25128,,1,
25129,,2,
25132,3,2,
25134,,1,
25135,,6,1
25137,,1,
25141,,4,
25143,,4,
25144,,7,
25150,,3,
25155,,1,
25159,,1,
25161,,3,
25163,,12,
25164,,1,
25166,,11,
25167,,4,
25168,1,,
25169,,1,
25171,,2,
25173,,10,
25178,,1,
25181,,3,
25183,,1,
25184,,7,
25187,,1,
25188,,1,
25189,,2,
25192,,3,
25194,,5,
25195,,3,
25201,,1,
25204,,2,
25207,,2,2
25208,,3,
25209,,2,
25211,,2,
25212,,5,2
25216,,3,
25220,,1,
25221,,5,
25223,,9,
25225,,4,
25228,,8,
25230,,5,
25231,,2,
25232,,2,
25236,,2,
25239,,6,
25240,,7,
25244,,4,
25245,,,1
25247,,28,
25252,,5,
25255,,3,1
25258,,1,
25259,,1,
25260,,14,
25264,,7,
25266,,1,
25269,,3,
25271,,12,
25273,1,5,2
25275,,1,
25277,,8,
25281,,6,
25282,,2,
25284,,3,
25292,,4,
25293,,1,
25294,,2,
25296,,3,
25301,,2,
25303,,2,
25305,,1,
25310,,21,
25316,,1,
25321,,2,
25322,1,3,
25323,,1,
25324,,4,
25325,,4,
25328,,3,
25330,,16,4
25334,,1,
25337,,16,
25342,,14,
25345,,2,
25349,,10,
25351,,2,
25352,,3,
25353,,2,
25363,,15,
25364,1,1,1
25370,,5,
25371,1,16,3
25376,,20,
25377,,2,
25379,,1,
25380,,4,
25381,,1,
25383,,1,
25385,,4,
25386,,1,
25388,,1,
25394,1,,
25396,,2,
25397,,1,
25398,,4,
25401,,1,
25402,,11,
25404,,1,
25407,,1,
25408,,1,
25410,,4,1
25411,,3,
25412,,2,
25413,1,,
25414,,1,
25415,,1,
25419,,9,
25423,,1,
25425,1,,
25426,,6,
25429,,2,
25432,,2,
25434,,6,
25435,,1,
25437,,7,
25438,,10,
25442,,2,
25444,1,11,
25445,,10,
25449,,4,
25454,,1,
25460,,10,
25463,,2,
25465,,1,
25466,,1,
25467,1,17,
25468,,3,
25470,,3,
25471,,1,
25474,,1,1
25476,,7,
25478,1,,
25480,,2,
25481,,3,
25483,,2,
25485,,1,
25486,,6,
25489,,9,
25492,,1,
25495,,8,
25497,,2,1
25501,,3,
25502,,1,
25505,,20,
25507,,7,
25512,1,,
25515,,8,
25516,,1,
25517,,2,
25520,,15,
25521,,7,
25523,1,1,
25524,,22,
25527,,1,
25530,,3,
25532,,,1
25538,,1,
25539,1,16,
25540,,9,
25545,1,,
25547,,7,
25548,,1,
25549,,5,
25553,,1,1
25554,,1,
25555,,3,
25556,,1,
25558,,4,
25559,,2,
25561,,3,
25567,,1,
25570,,1,
25574,,1,
25577,,2,
25579,,3,
25587,,3,
25589,1,,
25591,,1,
25593,,6,
25599,,5,
25602,,3,
25603,,7,2
25604,,1,
25612,,1,
25614,,2,
25616,,7,
25620,,1,
25621,,1,1
25627,,1,
25629,,2,
25631,,1,
25633,,13,
25634,,1,
25638,,2,
25642,,6,1
25647,,3,
25648,,27,
25649,,1,
25651,,6,
25652,,4,
25654,,11,
25660,,1,
25663,,1,
25667,,3,
25668,,1,
25673,,3,
25674,,6,
25676,,4,
25678,,3,1
25686,,10,
25689,,4,
25691,,1,
25698,,1,
25699,,8,
25702,,12,
25703,,19,
25704,,17,
25707,,1,
25708,,1,
25711,,2,
25712,,8,
25723,,1,
25726,,23,
25729,,6,
25730,,3,
25731,1,,
25734,,2,
25735,,9,
25736,,3,
25737,,10,
25740,,2,
25747,,1,
25752,,6,
25759,,6,
25760,,1,
25764,,2,
25767,,1,
25768,,3,
25769,,2,
25770,,1,
25771,2,7,
25774,,22,
25778,,2,
25781,,6,
25782,,2,
25784,,1,
25786,,1,
25788,1,3,
25789,,2,
25795,,1,
25797,,19,
25802,,2,
25804,,3,
25805,,1,
25810,,1,
25811,,1,
25813,,2,
25814,,3,
25817,,9,1
25824,,4,
25825,,1,
25827,,15,
25830,,5,
25833,,7,
25834,,1,
25842,1,,
25846,,1,
25847,,6,
25848,,2,
25849,1,,
25850,,3,
25853,,5,
25858,,3,
25860,,8,
25861,,1,
25862,,1,
25863,,17,
25864,,1,
25865,,6,
25867,,21,
25870,,2,
25871,,3,
25873,,3,
25875,1,5,2
25877,,7,
25878,,13,1
25881,,4,
25882,,3,
25885,,2,
25887,,6,
25892,,4,
25897,,1,
25899,,1,
25902,,9,
25909,,18,1
25910,,1,
25911,,1,
25915,,1,
25917,,17,
25923,1,14,1
25924,,2,
25926,,1,
25929,,1,
25934,,1,
25935,,6,
25938,,1,
25939,,1,
25940,,1,
25941,,6,
25942,,4,
25945,,2,
25947,,2,
25952,,4,
25953,,2,
25954,,2,
25956,,1,
25959,1,20,
25961,,2,
25962,,8,
25964,1,13,
25965,,1,
25969,,5,
25974,,3,
25977,1,13,
25978,,3,
25979,,2,
25980,,4,
25984,,4,
25987,,1,
25988,,7,
25991,1,9,
25993,,2,
25997,,5,
25998,,5,
26000,,8,
26002,,2,
26004,,4,
26007,,1,
26010,,1,
26011,,21,
26015,,2,
26018,,9,
26019,,1,
26023,,,2
26024,,2,
26025,,6,
26027,,4,
26030,,1,
26031,,1,
26032,,15,
26034,,7,
26035,,2,
26038,,2,
26042,,2,
26044,,4,
26045,,11,
26049,,1,
26054,,22,
26055,,1,
26056,,12,
26058,,3,
26059,,2,
26060,,3,
26061,,,2
26063,,3,
26066,,1,
26070,,8,
26071,,4,
26074,,8,1
26079,1,3,1
26080,,5,
26082,,4,
26083,,8,
26085,,2,
26089,,1,
26093,,10,
26096,,9,
26099,,6,
26101,,5,
26102,,1,
26110,,,1
26114,,4,
26116,,5,
26117,,1,
26118,,5,
26121,,2,
26122,,9,
26124,,19,
26127,,3,
26129,,6,
26132,2,9,
26138,,1,
26141,,5,
26143,,5,
26145,,2,
26147,,11,
26149,,2,1
26150,,5,
26151,,1,
26154,,1,
26155,,1,
26162,,5,
26164,,1,
26166,,1,
26168,,22,
26175,,6,
26176,,7,
26177,,36,1
26178,,3,
26179,,3,
26180,,8,
26182,,5,
26183,1,1,
26184,,1,
26187,,6,
26188,,8,
26190,,2,
26193,,11,
26195,,1,1
26196,,1,
26201,,2,
26202,4,5,
26203,,7,
26206,,1,
26209,,2,
26211,,10,
26214,,4,
26215,,9,
26216,,4,
26217,,1,
26218,,1,
26219,,1,
26220,,3,
26222,,6,
26224,,2,
26225,,17,
26227,,1,
26229,,6,
26231,,1,
26232,,1,
26235,2,8,
26238,,1,
26239,1,,1
26240,1,,
26241,,3,
26242,,10,
26245,,2,
26247,,1,
26248,,1,
26253,,3,
26254,,4,
26255,,3,
26256,,3,
26257,,1,
26258,,1,
26259,,1,
26260,,5,
26261,,2,
26267,,9,
26269,,6,2
26270,,1,
26271,,3,
26274,,1,
26275,,1,
26282,,4,
26287,,4,
26288,,3,
26292,,3,
26295,,5,
26296,,16,
26298,,40,
26299,,1,
26301,,2,
26302,,2,1
26304,,10,
26308,,4,1
26309,,1,
26310,,3,
26313,,2,
26314,,6,
26316,,3,
26317,,6,
26318,,1,
26321,1,1,
26323,,8,
26324,,6,
26327,,1,
26328,,10,
26331,,1,
26332,,7,
26333,,1,
26335,,20,
26337,,1,
26341,1,,
26343,,3,
26345,,22,
26346,,7,
26347,,18,
26348,,2,
26349,,2,
26352,,2,
26356,,3,
26360,,16,
26362,,10,
26364,,4,
26367,,11,
26368,,6,
26372,,1,
26374,,1,
26375,,1,
26376,1,25,
26379,,15,
26381,,2,
26382,,5,
26383,,4,
26390,,9,
26391,,1,
26392,,4,
26396,,3,
26399,,7,
26401,,4,1
26402,,4,
26406,,10,
26407,,7,
26408,,3,
26410,,3,
26417,,3,
26418,,3,1
26420,,17,
26425,,1,
26426,,3,
26427,,,1
26432,,1,
26434,,2,
26437,,4,
26440,,1,
26441,,5,
26442,,1,
26443,,2,
26448,,9,
26450,,4,
26451,,1,
26453,,9,
26455,,5,
26456,,10,
26459,,9,
26461,1,6,
26462,,11,
26466,,6,
26469,,2,
26470,,11,
26471,,1,
26473,,14,
26474,,2,
26476,,2,
26480,,27,1
26481,,6,
26483,,2,
26485,,3,2
26487,,3,
26488,1,,
26490,,4,
26492,,2,
26494,,2,
26497,,5,
26501,,4,
26502,,2,
26503,,53,
26504,,4,
26505,,1,
26507,,1,
26508,,1,
26511,,9,
26512,,1,1
26516,,7,1
26520,,8,
26521,,18,
26524,,3,
26525,,2,
26528,,8,
26530,,8,
26531,,11,
26532,,17,
26534,,8,
26535,,2,
26539,,1,
26541,,5,
26549,,11,
26557,,6,2
26559,,1,
26560,,,1
26561,,4,
26565,,1,
26567,,13,
26568,,1,
26574,,2,
26579,,2,
26582,1,9,
26583,,11,
26584,,11,
26588,,1,
26589,,2,
26592,5,,
26594,,6,
26602,,4,
26605,,4,
26606,,1,
26608,,6,
26613,,9,
26615,,5,
26617,,5,
26618,,4,
26619,,1,
26620,,9,
26622,,5,
26624,,2,
26625,,12,
26628,,5,
26630,,1,
26632,,4,
26635,,1,
26637,,4,
26638,,1,
26642,,12,
26643,,3,
26646,,1,
26648,,10,
26652,,1,
26657,,2,
26658,,13,
26660,,1,
26662,,24,
26664,,1,
26668,,1,
26669,,3,
26672,,6,
26673,,11,
26674,,1,
26681,,2,
26684,,4,
26685,,2,
26687,,8,
26690,,4,
26693,,2,
26695,,2,
26698,,1,
26700,,1,
26703,,1,
26704,1,,
26705,,,1
26706,,5,
26709,,8,
26710,,1,
26715,,2,
26718,,1,
26719,,1,
26720,,19,
26722,,1,
26723,,12,
26724,,16,
26726,,1,
26727,,5,
26728,,1,
26730,,4,
26731,,4,
26733,,1,
26737,,2,
26738,,1,
26739,,2,
26740,,5,
26742,,11,
26743,,1,
26746,,2,
26751,,2,
26752,,5,
26753,,3,
26755,,1,
26757,,1,
26759,,9,
26760,,1,
26762,,11,
26763,,2,
26766,,3,
26767,,18,
26773,,6,
26774,,3,
26775,,3,
26777,,2,
26778,,5,
26779,,3,
26780,,2,
26788,,3,
26790,1,1,
26792,1,2,
26793,,5,
26796,,3,
26797,,4,
26799,,5,
26802,,2,
26804,,1,
26805,,1,
26807,1,1,
26811,,1,
26812,,5,
26816,,2,
26817,,,1
26820,,3,
26821,,4,
26832,,7,
26833,,43,
26834,,3,
26839,,10,
26841,,1,1
26844,,8,
26846,1,4,
26847,,16,
26849,,1,
26850,,5,
26854,,2,
26856,,15,
26857,,1,
26860,,2,
26861,,4,
26862,,4,
26864,,13,
26866,1,,
26867,,2,
26869,,1,
26872,,4,
26874,,1,
26875,,6,
26882,,5,
26883,,2,
26885,,14,
26886,,3,
26887,,23,
26889,,15,
26890,,5,
26892,,6,
26893,,22,1
26895,,11,
26897,,1,
26899,,4,
26902,,12,
26903,,3,
26905,,2,
26907,,1,
26909,,4,
26911,,1,
26914,,7,
26916,,4,
26917,,8,
26920,,1,
26923,,1,
26925,,5,
26927,,8,
26929,,3,
26931,,4,
26933,,3,
26934,,2,
26935,,3,
26943,,3,
26949,,2,
26950,3,8,2
26953,,1,
26954,,18,
26955,,5,
26958,,1,
26959,,1,
26962,,9,
26966,,22,
26968,,1,
26974,,17,
26978,,13,
26979,,3,
26982,1,,
26983,,1,
26991,,15,
26993,,8,
26996,,15,
26998,,,1
26999,,1,
27001,,3,
27003,,1,
27004,,9,
27005,,8,
27007,,1,
27011,,1,
27015,,3,
27023,,1,
27028,,4,
27031,,5,
27034,,1,
27035,,2,3
27036,,8,1
27039,,3,
27041,,7,
27044,,5,
27047,,1,
27049,,3,
27051,,6,
27054,,3,
27056,,4,
27059,,2,
27061,,1,
27063,1,,
27065,2,,
27067,,4,
27068,,1,
27069,,1,
27070,,16,
27076,,3,
27080,,2,
27082,1,4,
27084,,1,
27085,,1,
27088,,19,
27093,,6,
27094,,4,
27097,,9,1
27099,,10,
27100,,3,
27104,,8,
27106,,11,
27108,,1,
27115,,1,
27116,,4,
27121,,5,
27124,,1,
27130,,1,
27133,1,4,1
27134,,3,
27140,,6,
27142,,1,
27143,,3,
27144,,11,
27145,,23,
27150,,10,
27151,,23,
27152,,3,
27155,,4,
27156,,3,
27157,,1,
27160,2,33,
27161,,2,
27162,,1,
27167,,1,
27170,,4,
27175,,4,
27177,,32,
27178,,1,
27179,,3,
27184,,1,
27189,,8,
27195,,5,
27197,,21,
27200,,1,
27201,1,,
27203,,11,
27206,,4,1
27215,,1,
27216,,1,
27220,,3,
27223,,4,1
27224,,1,
27225,,4,
27228,1,6,3
27231,,6,
27232,,,1
27234,,1,
27235,,1,
27241,,6,
27243,,1,
27244,,5,
27245,,1,
27246,,2,
27247,,4,
27253,,1,
27254,,9,
27255,,1,
27257,,27,
27258,,2,1
27268,,4,
27269,,2,
27271,,5,
27272,,1,
27273,,5,
27276,,1,
27280,,9,
27281,,3,
27282,,3,
27284,,2,
27287,,2,
27288,,4,
27289,,,1
27290,,2,
27291,,1,
27292,,3,
27296,,5,
27297,,2,
27300,,1,
27301,,6,
27305,,2,
27306,,20,
27307,,1,
27309,,13,
27311,,2,
27322,,1,
27323,,2,
27326,,1,
27329,1,2,
27331,,2,
27333,,11,
27334,,3,
27338,,2,
27339,,1,
27347,,5,
27348,,4,
27352,,1,
27356,,4,
27357,,5,
27359,1,2,
27362,,5,
27363,,9,
27364,,6,
27365,,21,
27370,,3,
27373,,1,
27375,,3,
27376,,21,
27379,,14,
27380,,1,
27381,,4,
27382,,2,
27385,,17,
27387,,7,
27388,,1,
27391,,5,
27392,,5,
27399,,1,
27400,,1,
27402,,5,
27403,,7,
27406,,7,1
27411,,3,
27415,,10,
27416,,1,
27418,,13,
27424,,1,
27435,,1,
27437,,8,
27445,,1,
27451,,12,
27454,,12,
27458,,1,
27459,,3,
27460,,3,
27461,,5,
27464,,6,
27466,,1,
27468,,6,
27469,,1,1
27470,,2,
27473,,1,
27475,,1,
27476,,1,
27480,,30,
27483,,6,
27484,,3,
27485,,13,
27488,,2,
27491,,3,
27492,,3,
27498,,1,
27499,,1,
27505,,6,
27506,,7,
27507,,1,
27508,,11,
27510,,4,
27511,,9,
27512,,1,
27515,,12,
27516,,12,
27518,1,5,
27519,,2,
27525,,17,
27531,,2,
27532,,2,
27533,,19,
27535,,2,
27539,,10,
27540,,1,
27541,,6,
27543,,5,
27544,,1,
27546,,3,
27547,,2,
27553,,22,
27557,,3,
27560,,2,
27561,,5,
27562,,6,
27565,,3,
27570,,2,
27571,,1,
27579,,2,
27583,,1,
27585,,5,
27586,,3,
27588,,10,
27591,,4,
27594,,1,
27597,,7,
27600,,35,
27601,,1,
27603,,1,
27604,,7,
27605,,34,
27606,1,,
27609,,3,
27611,,25,
27614,,3,
27616,,15,
27619,,1,
27624,,7,
27625,,13,
27629,,1,
27631,,,1
27634,,2,
27636,,4,
27643,,3,
27646,,3,
27648,,2,
27650,,3,
27651,,1,
27652,,5,
27653,,1,
27654,,12,
27656,,4,
27657,,5,
27658,,4,
27660,,1,
27662,,2,
27664,,14,
27666,,1,
27674,,7,
27675,,2,
27677,,4,
27679,,14,
27688,,3,
27692,,2,
27694,,3,
27695,,5,
27696,,1,
27697,,1,
27698,,1,
27699,,8,
27704,,1,
27706,1,3,
27710,,3,
27711,,8,
27712,1,4,
27713,,8,
27714,,4,
27715,,2,
27721,,3,
27722,,9,
27727,,4,1
27728,,4,
27729,1,21,1
27731,,8,
27733,,3,
27736,,9,
27739,,2,
27745,,2,1
27746,,1,
27750,,2,
27751,,2,
27753,,4,
27754,,2,
27755,,5,
27761,,6,
27764,,1,
27765,,9,
27767,,1,
27769,,3,
27771,,3,
27773,,3,
27774,,1,
